ProbeName	Harvest	Module	Phase	22.6	0.5	2.6	4.7	6.8	8.9	11.0	13.0	14.9	16.8	18.7	20.6
GS1_SS_00332_04492	C1	l1_antiquewhite_02	11	-1.143656659	-1.042330048	-1.077716017	-0.001643075	1.896794553	1.368355384	1.353730924	0.254676689	0.01833498	-0.196592341	-0.801809922	-0.628144468
GS1_SS_10411_21615	C1	l1_navajowhite3_02	11	-0.223705097	-0.53124571	-1.321517468	-1.669518506	-1.00218021	-0.34167155	0.705022024	1.325484176	1.56659105	0.856101868	-0.111326528	0.747965952
GS1_SS_10761_09406	C1	l1_navajowhite3_01	3	0.974256945	0.918017689	0.799970933	1.252112278	1.285521737	0.302726819	-0.776955529	-1.660078894	-1.312063696	-0.714034381	-0.750784786	-0.318689116
GS1_SS_11077_07624	C1	l1_antiquewhite_02	11	-1.116934544	-0.787977922	-0.059493158	1.266798846	1.098077758	0.661071756	1.897699745	0.272999111	-0.202333308	-0.822061561	-0.944819234	-1.263027489
GS1_SS_12268_15969	C1	l1_antiquewhite_01	1	0.801413328	1.476985926	1.763558456	0.072568432	0.026282664	-0.71740861	-0.895565151	-1.089316627	-1.08856807	-0.918271376	1.110941604	-0.542620575
GS1_SS_15235_13077	C1	l1_saddlebrown_02	13	-0.436545505	0.220421143	-1.803362245	-1.360904078	-1.213711818	-0.477750524	1.097845657	0.727992053	0.778451675	0.879811614	0.255566599	1.332185429
GS1_SS_18258_13594	C1	l1_navajowhite3_02	11	-1.036353574	-1.023839787	-1.390637358	0.539152767	0.846663705	1.363216436	1.72468026	0.319443484	0.225077219	-0.036686595	-1.388996205	-0.141720351
GS1_SS_22459_13615	C1	l1_aliceblue_02	17	0.147103959	-0.18430844	-0.615130846	-1.358580589	-1.764447655	-1.314154599	0.262830919	1.294501126	0.902208667	0.905910833	0.777431967	0.946634657
GS1_SS_24212_11264	C1	l1_lightpink4_02	19	-0.638109928	-0.349903601	-1.167413911	-1.640352059	-1.005927853	-0.497606773	0.068520146	0.99382497	0.980453514	0.519241104	1.674946418	1.062327973
GS1_SS_25156_12797	C1	l1_saddlebrown_01	3	-0.141011036	0.186893348	2.984444942	0.760331578	-0.086931567	-0.356839258	-0.581644454	-0.706614815	-0.803239701	-0.693285369	0.038202012	-0.600305679
